alpha_1,alpha_2,omega_n,zeta,PO,omega_d,t_p,t_r,t_s
1.60001,1.40001,13.69805428,0.289063129,38.72770552,13.11328486,0.239573279,0.142149308,0.999002059
5.70001,5.00001,13.69647302,0.288379276,38.82262771,13.11459566,0.239549334,0.142080636,1.001432133
9.80001,8.60001,13.6962167,0.288267723,38.83812796,13.11481028,0.239545414,0.142069428,1.001829526
1.00001,9.30001,13.15398644,0.075990612,78.70812185,13.11595212,0.239524559,0.125561625,3.916565635
9.00001,7.90001,13.69724994,0.288221306,38.844579,13.11599104,0.239523849,0.142052943,1.001911587
4.90001,4.30001,13.69841251,0.28831216,38.83195297,13.11672961,0.239510362,0.142052178,1.001518091
8.20001,7.20001,13.69848419,0.288165856,38.85228652,13.11740152,0.239498093,0.142033254,1.002009675
7.40001,6.50001,13.69998443,0.288098451,38.86165717,13.11911598,0.239466795,0.142009327,1.002128991
4.10001,3.60001,13.70110644,0.288218913,38.84491159,13.11969376,0.239456249,0.142012661,1.001637701
0.70001,6.50001,13.15818005,0.076016766,78.70159875,13.12010738,0.2394487,0.125523858,3.913972336
9.90001,8.70001,13.70076203,0.287992776,38.87635144,13.12029611,0.239445255,0.141988143,1.002431396
6.60001,5.80001,13.70184703,0.288014759,38.87329442,13.12124456,0.239427947,0.141979629,1.002277263
9.10001,8.00001,13.7021808,0.287922841,38.88607837,13.12194291,0.239415205,0.141964758,1.002565497
8.30001,7.30001,13.7038719,0.287839477,38.8976753,13.12390582,0.239379396,0.141936892,1.002725469
5.80001,5.10001,13.70422133,0.287908065,38.88813378,13.12395792,0.239378446,0.141941785,1.002466488
3.30001,2.90001,13.70510133,0.288080588,38.86414081,13.12408958,0.239376045,0.141954088,1.001815534
0.80001,0.70001,13.71152852,0.289332073,38.69042155,13.12506982,0.239358167,0.142043078,0.997114046
7.50001,6.60001,13.7059221,0.287738407,38.91173884,13.12628552,0.239335999,0.14190312,1.002919596
5.00001,4.40001,13.70735175,0.287767375,38.90770772,13.12753541,0.239313211,0.141891913,1.002716351
9.20001,8.10001,13.70699358,0.287631549,38.92661191,13.12775166,0.239309269,0.141878772,1.003205265
6.70001,5.90001,13.70845935,0.287613319,38.92914961,13.12923054,0.239282313,0.141861341,1.003160127
8.40001,7.40001,13.70911838,0.287521686,38.94190751,13.1302389,0.239263937,0.14184316,1.003424307
0.40001,3.70001,13.16869196,0.076082706,78.6851543,13.13052264,0.239258767,0.125429328,3.907463527
2.50001,2.20001,13.71163949,0.287854072,38.89564478,13.13128452,0.239244885,0.141858295,1.002107778
0.80001,7.40001,13.16995428,0.076063722,78.68988827,13.13180038,0.239235487,0.125415673,3.908062686
4.20001,3.70001,13.71166789,0.287573363,38.93471226,13.13246802,0.239223324,0.141823192,1.003061559
5.90001,5.20001,13.71168061,0.287454496,38.95126406,13.13296947,0.23921419,0.141808327,1.003465955
7.60001,6.70001,13.71168783,0.287388827,38.96041057,13.13324659,0.239209142,0.141800114,1.003689501
9.30001,8.20001,13.71169247,0.287347173,38.96621298,13.13342239,0.23920594,0.141794905,1.003831345
8.50001,7.50001,13.71422909,0.287212146,38.9850268,13.13640743,0.239151585,0.141751953,1.004106785
6.80001,6.00001,13.71485781,0.287224909,38.98324818,13.13695717,0.239141577,0.141747035,1.004017152
5.10001,4.50001,13.71590557,0.287246166,38.98028597,13.13787335,0.2391249,0.14173884,1.003867848
9.40001,8.30001,13.71628146,0.287069471,39.00491339,13.13895996,0.239105124,0.141713078,1.004444171
3.40001,3.00001,13.71800076,0.287288626,38.97436975,13.13970556,0.239091556,0.141722449,1.003569555
7.70001,6.80001,13.71728896,0.28704926,39.00773107,13.14000813,0.239086051,0.141700168,1.004439508
0.90001,8.30001,13.17914489,0.076100658,78.68067801,13.14092722,0.239069329,0.125331387,3.903444709
6.00001,5.30001,13.7188667,0.287017598,39.01214554,13.14164963,0.239056187,0.141679954,1.004432269
8.60001,7.60001,13.71920924,0.28691054,39.0270747,13.14241774,0.239042215,0.141663169,1.00477347
9.50001,8.40001,13.72076436,0.28679821,39.04274353,13.14436899,0.23900673,0.141633219,1.005044159
6.90001,6.10001,13.72105259,0.286848904,39.03567169,13.14443685,0.239005496,0.141636514,1.004849458
4.30001,3.80001,13.72168989,0.286960906,39.02005066,13.14458709,0.239002765,0.14164379,1.004419502
1.70001,1.50001,13.72428367,0.287415563,38.95668658,13.14520096,0.238991603,0.141673283,1.002677182
7.80001,6.90001,13.72273244,0.286719282,39.05375591,13.1465786,0.238966559,0.141603147,1.005170378
0.50001,4.60001,13.18550364,0.076145813,78.66941954,13.14722207,0.238954863,0.125274823,3.899252048
5.20001,4.60001,13.72409832,0.286747035,39.04988343,13.14777313,0.238944848,0.141592485,1.004975267
1.00001,9.20001,13.18651816,0.076130471,78.67324474,13.1482491,0.238936198,0.125263867,3.899736641
8.70001,7.70001,13.72406375,0.286616567,39.06809062,13.14827582,0.238935713,0.141576714,1.005424904
9.60001,8.50001,13.72514479,0.286533169,39.07973242,13.1496539,0.238910672,0.141555257,1.005631709
6.10001,5.40001,13.72579432,0.286596467,39.07089628,13.15001632,0.238904088,0.14155638,1.005367051
2.60001,2.30001,13.72819481,0.286830105,39.03829404,13.1513562,0.238879748,0.141560502,1.004391007
7.00001,6.20001,13.72705326,0.286484719,39.08649677,13.15168123,0.238873844,0.141529591,1.005658097
7.90001,7.00001,13.72802482,0.286398493,39.09853752,13.15296596,0.238850512,0.141508925,1.005882834
8.80001,7.80001,13.7287973,0.286329942,39.10811208,13.15398737,0.238831965,0.141492498,1.006061605
3.50001,3.10001,13.73009221,0.286546454,39.07787771,13.15433932,0.238825575,0.141505891,1.005223792
9.70001,8.60001,13.72942622,0.286274135,39.1159078,13.1548189,0.238816868,0.141479126,1.006207203
4.40001,3.90001,13.73121269,0.286379061,39.10125139,13.15610005,0.238793612,0.141473673,1.005716001
5.30001,4.70001,13.73195235,0.286268607,39.11668009,13.15726199,0.238772524,0.141452417,1.00604109
6.20001,5.50001,13.73247713,0.286190264,39.1276262,13.15808619,0.238757568,0.141437343,1.006271819
0.60001,5.50001,13.19676476,0.076188507,78.65877607,13.15840746,0.238751738,0.125171586,3.893744802
7.10001,6.30001,13.73286879,0.286131805,39.13579549,13.15870123,0.238746408,0.141426096,1.006444065
8.00001,7.10001,13.73317229,0.286086513,39.14212565,13.15917776,0.238737762,0.141417382,1.006577563
8.90001,7.90001,13.73341437,0.28605039,39.14717489,13.15955783,0.238730867,0.141410433,1.006684065
9.80001,8.70001,13.73361197,0.286020908,39.15129628,13.15986804,0.23872524,0.141404762,1.006771009
9.90001,8.80001,13.7377052,0.285773293,39.18592324,13.16480516,0.238635712,0.141332103,1.007323478
9.00001,8.00001,13.73791918,0.285777655,39.18531302,13.16499234,0.238632319,0.14133044,1.007292758
8.10001,7.20001,13.7381807,0.285782986,39.18456737,13.16522112,0.238628172,0.141328406,1.007255218
7.20001,6.40001,13.7385076,0.285789647,39.18363556,13.16550709,0.238622989,0.141325864,1.007208302
6.30001,5.60001,13.73892787,0.285798209,39.18243787,13.16587475,0.238616325,0.141322596,1.007147996
5.40001,4.80001,13.73948822,0.285809621,39.18084169,13.16636496,0.238607441,0.141318239,1.007067615
0.70001,6.40001,13.20483461,0.076219313,78.6510972,13.16642277,0.238606394,0.125097732,3.889794801
4.50001,4.00001,13.74027264,0.285825588,39.17860836,13.16705123,0.238595005,0.141312139,1.006955133
3.60001,3.20001,13.74144915,0.285849519,39.17526124,13.16808057,0.238576354,0.141302989,1.006786521
2.70001,2.40001,13.7434097,0.285889352,39.1696905,13.169796,0.238545278,0.14128774,1.0065058
9.10001,8.10001,13.74231579,0.285511489,39.22255899,13.17029583,0.238536225,0.14125244,1.007888135
8.20001,7.30001,13.74305564,0.28548757,39.22590739,13.17110281,0.23852161,0.14124189,1.00791642
7.30001,6.50001,13.74397762,0.28545776,39.23008079,13.17210846,0.2385034,0.141228746,1.007951695
0.80001,7.30001,13.21090138,0.076242588,78.64529585,13.17244838,0.238497245,0.12504228,3.886823361
1.80001,1.60001,13.74732961,0.285968823,39.15857803,13.17322631,0.238483161,0.141257244,1.00594547
6.40001,5.70001,13.74515843,0.285419575,39.23542701,13.17339645,0.238480081,0.141211913,1.007996915
5.50001,4.90001,13.74672484,0.285368913,39.24252118,13.17510509,0.238449153,0.141189587,1.008056977
9.20001,8.20001,13.74660802,0.285251658,39.25894368,13.17547295,0.238442496,0.14117636,1.008470628
8.30001,7.40001,13.74780233,0.285199946,39.26618797,13.1768292,0.238417954,0.141157735,1.008561762
0.90001,8.20001,13.2156285,0.076260793,78.64075852,13.17714334,0.23841227,0.124999113,3.884506928
4.60001,4.10001,13.74890263,0.285298459,39.25238818,13.1774807,0.238406166,0.141158556,1.008140621
7.40001,6.60001,13.7492863,0.285135688,39.27519132,13.1785144,0.238387466,0.141134597,1.008675086
9.30001,8.30001,13.75079956,0.284997938,39.29449669,13.18052818,0.238351044,0.14110213,1.00904065
6.50001,5.80001,13.75117983,0.285053685,39.28668295,13.18066473,0.238348575,0.141105081,1.008819828
1.00001,9.10001,13.21941557,0.076275422,78.63711265,13.18090459,0.238344237,0.124964557,3.882650416
3.70001,3.30001,13.75213647,0.285193805,39.26704843,13.18100847,0.238342359,0.141112492,1.008265129
8.40001,7.50001,13.75242577,0.28491981,39.3054494,13.18240637,0.238317085,0.141075843,1.009191807
5.60001,5.00001,13.75367968,0.284945413,39.3018599,13.18350363,0.238297249,0.141066128,1.009011156
0.90001,0.80001,13.75907989,0.286205679,39.12547223,13.18351288,0.238297082,0.141165777,1.00427335
7.50001,6.70001,13.75444065,0.284823002,39.31902387,13.18473345,0.238275022,0.141043284,1.009379272
9.40001,8.40001,13.7548939,0.284750116,39.3292462,13.18546577,0.238261788,0.141029684,1.009598599
2.80001,2.50001,13.75744041,0.285022062,39.29111533,13.18679494,0.238237773,0.141036983,1.008470124
4.70001,4.20001,13.7571325,0.284795838,39.32283339,13.18742483,0.238226393,0.14101235,1.009275874
6.60001,5.90001,13.75700246,0.284699906,39.33628947,13.1876922,0.238221563,0.141001903,1.009617912
8.50001,7.60001,13.7569307,0.284646871,39.34372986,13.18784007,0.238218892,0.140996127,1.009807092
9.50001,8.50001,13.75889438,0.284507989,39.36321914,13.19028976,0.238174651,0.140958958,1.010144852
7.60001,6.80001,13.75944733,0.284519297,39.36163203,13.19077368,0.238165913,0.140954681,1.010065006
5.70001,5.10001,13.76036883,0.284538132,39.35898859,13.19158018,0.238151352,0.140947552,1.009931997
8.60001,7.70001,13.7613216,0.284380858,39.38106566,13.19313575,0.238123272,0.140918499,1.010408131
3.80001,3.40001,13.76221159,0.284575758,39.35370822,13.19319306,0.238122238,0.140933296,1.009666227
6.70001,6.00001,13.76263596,0.284357645,39.38432489,13.1944906,0.238098821,0.140902194,1.010392274
9.60001,8.60001,13.76280417,0.284271362,39.39644123,13.19500402,0.238089556,0.140889891,1.010679775
7.70001,6.90001,13.76431255,0.284224192,39.40306636,13.19664266,0.238059993,0.140868668,1.010733005
4.80001,4.30001,13.76498942,0.284316053,39.39016514,13.1969167,0.238055049,0.140873003,1.010364017
1.90001,1.70001,13.76773778,0.28468829,39.33791905,13.19803075,0.238034955,0.140890532,1.008870914
8.70001,7.80001,13.76560276,0.284121508,39.41749138,13.19829861,0.238030124,0.140842879,1.010995411
5.80001,5.20001,13.76680724,0.284146156,39.41402852,13.1993529,0.238011111,0.140833577,1.010821215
9.70001,8.70001,13.76662634,0.284040051,39.42893714,13.19961226,0.238006435,0.140822426,1.011203715
6.80001,6.10001,13.76808939,0.284026349,39.4308627,13.20107094,0.237980136,0.140805783,1.011143955
7.80001,7.00001,13.76904224,0.283937327,39.44337475,13.20234758,0.237957124,0.140785135,1.011383947
2.90001,2.60001,13.77041982,0.28421995,39.40366226,13.20251537,0.237954099,0.140805672,1.010299484
8.80001,7.90001,13.76977821,0.283868575,39.45303986,13.20333357,0.237939353,0.140769191,1.0115694
9.80001,8.80001,13.77036379,0.283813877,39.46073044,13.20411802,0.237925218,0.140756508,1.011717007
0.10001,0.90001,13.24340296,0.076567466,78.56436137,13.20452566,0.237917873,0.124763195,3.860857618
3.90001,3.50001,13.77172561,0.283992223,39.43565869,13.20469661,0.237914792,0.140764426,1.010995753
4.90001,4.40001,13.77249816,0.283857582,39.4545854,13.20598645,0.237891555,0.140740044,1.011407923
5.90001,5.30001,13.77300873,0.283768637,39.46709221,13.20683861,0.237876205,0.14072394,1.011680412
6.90001,6.20001,13.77337124,0.283705499,39.47597188,13.20744354,0.23786531,0.140712509,1.011873937
7.90001,7.10001,13.77364197,0.28365836,39.48260249,13.20789522,0.237857176,0.140703975,1.012018478
8.90001,8.00001,13.77385183,0.283621823,39.48774243,13.20824532,0.237850871,0.140697361,1.012130544
9.90001,8.90001,13.77401929,0.283592673,39.49184361,13.20852465,0.237845841,0.140692084,1.012219973
0.20001,1.80001,13.24855439,0.076489124,78.58387112,13.20974163,0.237823929,0.124707983,3.863303307
0.30001,2.70001,13.2502736,0.076462774,78.59043409,13.21148259,0.237792589,0.124689549,3.864131204
0.40001,3.60001,13.2511336,0.076449554,78.59372683,13.2123535,0.237776915,0.124680326,3.864547547
0.50001,4.50001,13.25164973,0.076441609,78.59570609,13.21287619,0.237767509,0.124674791,3.864798119
9.00001,8.10001,13.7778273,0.283381029,39.52162895,13.21303833,0.237764591,0.140627319,1.012679268
0.60001,5.40001,13.25199387,0.076436305,78.59702712,13.21322471,0.237761237,0.1246711,3.864965489
8.00001,7.20001,13.77811701,0.283386971,39.52079243,13.21329197,0.237760027,0.140625089,1.012637209
0.70001,6.30001,13.25223969,0.076432515,78.59797142,13.21347367,0.237756757,0.124668463,3.865085195
7.00001,6.30001,13.77848949,0.283394609,39.51971724,13.21361808,0.237754159,0.140622221,1.012583145
0.80001,7.20001,13.25242409,0.07642967,78.59868008,13.21366042,0.237753397,0.124666485,3.865175062
0.90001,8.10001,13.25256751,0.076427456,78.59923148,13.21380567,0.237750784,0.124664947,3.865245007
1.00001,9.00001,13.25268226,0.076425685,78.59967276,13.21392188,0.237748693,0.124663716,3.865300998
1.10001,9.90001,13.25277614,0.076424235,78.6000339,13.21401696,0.237746982,0.124662709,3.865346829
6.00001,5.40001,13.7789861,0.28340479,39.51828419,13.21405288,0.237746336,0.140618397,1.012511082
5.00001,4.50001,13.77968132,0.283419035,39.516279,13.21466158,0.237735385,0.140613044,1.012410234
4.00001,3.60001,13.78072405,0.283440387,39.51327357,13.21557459,0.23771896,0.140605014,1.012259052
3.00001,2.70001,13.78246168,0.283475933,39.50827073,13.21709616,0.237691594,0.140591632,1.012007321
9.10001,8.20001,13.78170811,0.283145979,39.55472785,13.21771684,0.237680432,0.140559001,1.013215982
8.10001,7.30001,13.78247236,0.283122855,39.55798524,13.21854391,0.237665561,0.140548382,1.013240724
7.10001,6.40001,13.78345158,0.283093222,39.56215969,13.21960363,0.237646509,0.140534778,1.013272455
2.00001,1.80001,13.78593602,0.283546869,39.49828836,13.22013886,0.237636888,0.140564869,1.011504757
6.10001,5.50001,13.78475129,0.283053885,39.56770183,13.22101021,0.237621226,0.140516724,1.013314622
9.20001,8.30001,13.78549759,0.28291647,39.58706628,13.2222849,0.237598318,0.140492342,1.013741074
5.10001,4.60001,13.7865596,0.28299914,39.57541556,13.22296729,0.237586056,0.140491611,1.013373387
8.20001,7.40001,13.78671277,0.282865722,39.59421951,13.22365679,0.237573668,0.140473766,1.013829577
7.20001,6.50001,13.78826457,0.282800909,39.60335661,13.22540873,0.237542198,0.140450048,1.013942691
4.10001,3.70001,13.78924768,0.282917734,39.58688812,13.22587664,0.237533794,0.140454289,1.013460951
9.30001,8.40001,13.78919893,0.282692309,39.61867016,13.22674638,0.237518174,0.140427284,1.014254918
6.20001,5.60001,13.79031538,0.282715243,39.6154358,13.22772407,0.237500619,0.140418713,1.01409234
8.30001,7.50001,13.79084269,0.2826153,39.62953178,13.22863604,0.237484246,0.140401156,1.014404296
1.00001,0.90001,13.79635153,0.283758432,39.46852733,13.22926352,0.237472982,0.140484594,1.010004211
3.10001,2.80001,13.79366394,0.282783918,39.60575214,13.23065679,0.237447974,0.140392999,1.013605353
5.20001,4.70001,13.79315199,0.282596733,39.63215077,13.23092664,0.237443131,0.140375386,1.014299633
7.30001,6.60001,13.79293506,0.282517265,39.64336204,13.23104142,0.237441072,0.140367907,1.014594635
9.40001,8.50001,13.79281518,0.28247331,39.64956428,13.23110497,0.237439931,0.14036377,1.014757872
8.40001,7.60001,13.79486641,0.282371328,39.66395683,13.23348684,0.237397195,0.140330473,1.014965383
6.30001,5.70001,13.7956887,0.282388234,39.66157073,13.23420701,0.237384276,0.140324168,1.01484546
9.50001,8.60001,13.79634922,0.282259297,39.67977221,13.23536416,0.237363522,0.140301744,1.015250277
4.20001,3.80001,13.79733307,0.282422009,39.65680386,13.23564727,0.237358445,0.140311558,1.014605819
7.40001,6.70001,13.79746928,0.282241911,39.68222694,13.23650925,0.237342988,0.140288238,1.015229024
8.50001,7.70001,13.79878796,0.282133562,39.69752768,13.23821409,0.237312422,0.14026164,1.015513318
5.30001,4.80001,13.79947593,0.282210742,39.68662805,13.23856085,0.237306206,0.140264043,1.015191051
9.60001,8.70001,13.79980383,0.282050102,39.70931664,13.23952734,0.237288883,0.140241156,1.015732463
2.10001,1.90001,13.80226448,0.282523053,39.64254536,13.23996725,0.237280999,0.140273733,1.013888519
6.40001,5.80001,13.80088088,0.282072266,39.70618564,13.24047073,0.237271976,0.140232909,1.015575132
7.50001,6.80001,13.80187311,0.281974488,39.71999943,13.24181936,0.237247811,0.14021093,1.015846559
8.60001,7.80001,13.80261117,0.281901766,39.73027573,13.24282244,0.23722984,0.140194587,1.016048557
3.20001,2.90001,13.80411134,0.282138637,39.69681089,13.2433006,0.237221275,0.140208168,1.015103838
9.70001,8.80001,13.80318165,0.281845563,39.73821914,13.24359769,0.237215953,0.140181957,1.016204744
1.10001,9.80001,13.28334271,0.076565615,78.56482217,13.24435005,0.237202478,0.124387904,3.849341861
4.30001,3.90001,13.80501312,0.281951181,39.72329274,13.24492652,0.237192154,0.140176204,1.01569762
5.40001,4.90001,13.80554747,0.281840183,39.73897957,13.24588942,0.237174912,0.14015728,1.016049571
6.50001,5.90001,13.80590094,0.28176679,39.74935447,13.24652616,0.237163511,0.140144768,1.016282432
7.60001,6.90001,13.80615207,0.281714659,39.7567249,13.24697846,0.237155413,0.140135882,1.016447902
1.00001,8.90001,13.28632171,0.076581489,78.56086952,13.24730411,0.237149584,0.124361369,3.847682251
8.70001,7.90001,13.8063397,0.28167572,39.76223088,13.24731632,0.237149365,0.140129244,1.016571537
9.80001,8.90001,13.8064852,0.281645528,39.76650042,13.24757829,0.237144675,0.140124098,1.016667422
0.90001,8.00001,13.28996674,0.076600962,78.556021,13.25091856,0.237084896,0.12432892,3.845650557
