alpha_1,alpha_2,omega_n,zeta,PO,omega_d,t_p,t_r,t_s
0.40001,4.00001,12.93477333,0.075157852,78.91608874,12.89818925,0.243568504,0.12761676,4.027008455
6.50001,5.40001,13.51733921,0.299134734,37.34933317,12.8983922,0.243564671,0.145334553,0.979074573
0.50001,5.00001,12.93524433,0.075151211,78.91774915,12.89866539,0.243559512,0.127611532,4.027217132
0.60001,6.00001,12.93555837,0.07514678,78.91885719,12.89898286,0.243553518,0.127608047,4.027356496
7.10001,5.90001,13.51790808,0.299076464,37.35720315,12.89918192,0.243549759,0.145320921,0.979219383
0.70001,7.00001,12.93578271,0.075143612,78.91964923,12.89920966,0.243549236,0.127605557,4.027456167
0.80001,8.00001,12.93595098,0.075141235,78.92024353,12.89937977,0.243546024,0.12760369,4.027530981
0.90001,9.00001,12.93608187,0.075139386,78.92070595,12.89951209,0.243543526,0.127602237,4.027589211
7.70001,6.40001,13.51838817,0.299027293,37.36384531,12.89984836,0.243537177,0.145309419,0.979341628
8.30001,6.90001,13.51879877,0.298985243,37.36952617,12.90041829,0.243526418,0.145299583,0.9794462
8.90001,7.40001,13.51915394,0.298948871,37.37444036,12.90091127,0.243517112,0.145291077,0.979536674
9.50001,7.90001,13.5194642,0.298917101,37.37873327,12.90134189,0.243508984,0.145283647,0.979615722
9.60001,8.00001,13.52644739,0.298493634,37.43598776,12.90979864,0.24334947,0.145154105,0.980464628
9.00001,7.50001,13.52660646,0.298496767,37.43556397,12.9099372,0.243346858,0.145152802,0.980443063
8.40001,7.00001,13.52678824,0.298500346,37.43507971,12.91009555,0.243343873,0.145151312,0.98041842
7.80001,6.50001,13.52699798,0.298504476,37.43452103,12.91027826,0.243340429,0.145149593,0.980389989
7.20001,6.00001,13.52724268,0.298509294,37.43386938,12.91049142,0.243336412,0.145147587,0.980356825
6.60001,5.50001,13.52753187,0.298514985,37.43309942,12.91074334,0.243331663,0.145145217,0.980317637
6.00001,5.00001,13.52787887,0.298521814,37.43217571,12.91104563,0.243325966,0.145142373,0.98027062
5.40001,4.50001,13.52830298,0.298530158,37.43104709,12.91141509,0.243319004,0.145138897,0.98021317
4.80001,4.00001,13.52883308,0.298540583,37.42963689,12.9118769,0.243310301,0.145134552,0.980141379
4.20001,3.50001,13.5295146,0.298553981,37.4278247,12.91247064,0.243299113,0.145128965,0.980049111
3.60001,3.00001,13.53042323,0.298571833,37.4254101,12.91326227,0.243284198,0.145121517,0.97992615
3.00001,2.50001,13.53169518,0.298596805,37.42203276,12.91437048,0.243263321,0.14511109,0.979754122
2.40001,2.00001,13.5336028,0.298634215,37.41697358,12.91603266,0.243232015,0.14509545,0.979496339
9.70001,8.10001,13.53326609,0.298080232,37.49194305,12.9180549,0.243193939,0.145027805,0.981296175
9.10001,7.60001,13.53387187,0.298056115,37.49520923,12.91873506,0.243181135,0.145018214,0.981329693
1.80001,1.50001,13.53678137,0.298696439,37.40855975,12.91880258,0.243179864,0.145069387,0.979067391
8.50001,7.10001,13.534563,0.298028599,37.498936,12.91951106,0.243166528,0.145007272,0.98136795
7.90001,6.60001,13.53535888,0.297996911,37.50322814,12.92040468,0.24314971,0.144994674,0.981412024
7.30001,6.10001,13.53628529,0.297960025,37.50822487,12.92144486,0.243130137,0.144980011,0.981463353
6.70001,5.60001,13.5373772,0.297916546,37.51411521,12.92267088,0.24310707,0.144962732,0.981523889
6.10001,5.10001,13.53868331,0.297864535,37.52116242,12.92413742,0.243079484,0.144942067,0.981596354
1.20001,1.00001,13.54313556,0.298820414,37.39180017,12.92434107,0.243075654,0.145017272,0.978212074
5.50001,4.60001,13.54027349,0.297801206,37.52974438,12.92592295,0.243045906,0.144916913,0.981684657
9.80001,8.20001,13.53992602,0.297676539,37.54664287,12.9261177,0.243042244,0.144904627,0.982110887
9.20001,7.70001,13.54095712,0.297626485,37.5534292,12.92731338,0.243019765,0.144887168,0.982197203
4.90001,4.10001,13.54225177,0.297722415,37.54042384,12.92814428,0.243004145,0.144885629,0.981794629
8.60001,7.20001,13.54213157,0.297569471,37.56116017,12.92867528,0.242994165,0.144867287,0.982295572
1.00001,9.90001,12.96626492,0.075247423,78.89369539,12.92950418,0.242978587,0.127314622,4.012452918
8.00001,6.70001,13.54348148,0.297503938,37.57004777,12.93024064,0.242964748,0.14484444,0.98240871
4.30001,3.60001,13.54477992,0.297621709,37.55407669,12.9309831,0.242950797,0.144845664,0.981935362
7.40001,6.20001,13.54504935,0.297427822,37.58037258,12.93205875,0.242930589,0.144817912,0.982540211
0.90001,8.90001,12.96952197,0.075261334,78.89021819,12.93273838,0.242917823,0.127283862,4.010704905
9.90001,8.30001,13.54643267,0.297282217,37.60012908,12.93399376,0.242894245,0.144784455,0.98290927
6.80001,5.70001,13.54689263,0.297338334,37.5925139,12.9341962,0.242890444,0.144786733,0.982694941
3.70001,3.10001,13.54812422,0.297488471,37.57214559,12.93473846,0.242880261,0.144792821,0.982121859
9.30001,7.80001,13.54786882,0.297207468,37.61027434,12.93568025,0.242862578,0.144759527,0.983046203
6.20001,5.20001,13.54909083,0.297231611,37.60699728,12.93674521,0.242842585,0.144749565,0.982879653
0.80001,7.90001,12.97359887,0.075278796,78.88585334,12.93678662,0.242841808,0.127245386,4.008515833
8.70001,7.30001,13.54950201,0.297122464,37.62181397,12.9375981,0.242826576,0.144731187,0.983202037
8.10001,6.80001,13.55137578,0.297024937,37.63505667,12.93979843,0.242785285,0.144698683,0.983380977
5.60001,4.70001,13.55175741,0.297102144,37.62457284,12.93983733,0.242784555,0.144704497,0.983103993
3.10001,2.60001,13.55275598,0.2973039,37.59718654,12.93993969,0.242782635,0.144719682,0.982380777
0.60001,0.50001,13.56217446,0.299188569,37.34206313,12.94094557,0.242763764,0.144861013,0.975666615
0.70001,6.90001,12.97884973,0.075301371,78.88021116,12.94200046,0.242743976,0.127195873,4.005694656
7.50001,6.30001,13.55354751,0.296911902,37.65040944,12.9423486,0.242737447,0.144661025,0.983588574
5.00001,4.20001,13.55505992,0.296941793,37.64634912,12.94366682,0.242712726,0.144648711,0.983382249
9.40001,7.90001,13.55461323,0.296798676,37.66579282,12.94384337,0.242709415,0.144635159,0.983877279
6.90001,5.80001,13.5560944,0.29677934,37.6684203,12.94533926,0.242681369,0.144616882,0.983832309
8.80001,7.40001,13.556682,0.296687102,37.68095623,12.94628894,0.242663567,0.144598813,0.984088059
2.50001,2.10001,13.5595958,0.297031249,37.63419949,12.94762085,0.242638604,0.144611772,0.982764464
4.40001,3.70001,13.55925662,0.296738013,37.67403657,12.94853315,0.242621509,0.144577868,0.983736509
6.30001,5.30001,13.55912285,0.296621712,37.68984497,12.94889531,0.242614723,0.14456442,0.98412252
0.60001,5.90001,12.9858669,0.075331685,78.87263505,12.94896797,0.242613362,0.12712978,4.001921398
8.20001,6.90001,13.55905127,0.296559322,37.69832751,12.94908967,0.242611082,0.144557205,0.984329712
9.50001,8.00001,13.56119636,0.296399738,37.72003057,12.95181009,0.242560123,0.14451394,0.984690992
7.60001,6.40001,13.56179165,0.296411528,37.71842682,12.95232901,0.242550406,0.144509104,0.984609557
5.70001,4.80001,13.56278372,0.296431167,37.71575565,12.95319383,0.242534212,0.144501043,0.984473899
8.90001,7.50001,13.56367878,0.296262936,37.73864268,12.95475668,0.242504953,0.144470014,0.984954321
3.80001,3.20001,13.56476757,0.296470396,37.71042008,12.95492333,0.242501833,0.144484922,0.984202842
7.00001,5.90001,13.56499774,0.296238621,37.74195148,12.95611873,0.242479458,0.144452861,0.984937424
8.30001,7.00001,13.56651688,0.296106538,37.75992908,12.95812532,0.24244191,0.14441982,0.985255757
5.10001,4.30001,13.56729817,0.29619619,37.74772607,12.95849444,0.242435004,0.14442295,0.984908065
0.50001,4.90001,12.99572177,0.075374542,78.86192533,12.95875275,0.242430172,0.127037104,3.996616273
9.60001,8.10001,13.5676239,0.296010302,37.77303145,12.9595874,0.242414558,0.144395753,0.985487881
1.00001,9.80001,12.996682,0.075360766,78.8653675,12.95972378,0.242412007,0.12702652,3.99705041
1.90001,1.60001,13.57071677,0.296587712,37.69446745,12.96011075,0.242404769,0.144436569,0.983391726
6.40001,5.40001,13.5687993,0.296033603,37.76985876,12.96061214,0.242395391,0.144386218,0.985326834
7.70001,6.50001,13.56979296,0.295926008,37.78451079,12.96201368,0.242369182,0.144361916,0.985604218
9.00001,7.60001,13.57049929,0.29584954,37.7949265,12.96300981,0.242350557,0.144344647,0.985801477
3.20001,2.70001,13.57232468,0.296103374,37.76035975,12.96368598,0.242337917,0.144357617,0.984844418
4.50001,3.80001,13.57300414,0.295899189,37.78816353,12.9651938,0.242309733,0.144324341,0.985458181
5.80001,4.90001,13.57337917,0.295786615,37.80349915,12.96602527,0.242294195,0.144305997,0.985796911
0.90001,8.80001,13.00338081,0.075388027,78.85855562,12.96637675,0.242287627,0.126963452,3.993548787
7.10001,6.00001,13.57361691,0.295715294,37.81321724,12.96655209,0.242284351,0.144294376,0.986011636
8.40001,7.10001,13.57378109,0.295666062,37.81992664,12.96691578,0.242277555,0.144286354,0.986159917
9.70001,8.20001,13.57390128,0.295630033,37.82483727,12.96718195,0.242272582,0.144280484,0.98626846
9.10001,7.70001,13.57715007,0.295446507,37.84985829,12.97105637,0.242200216,0.144222578,0.98663015
7.80001,6.60001,13.577562,0.295454688,37.84874276,12.97141556,0.242193509,0.144219244,0.98657356
6.50001,5.50001,13.57813868,0.295466136,37.84718168,12.97191842,0.24218412,0.144214577,0.98649436
5.20001,4.40001,13.57900363,0.295483297,37.84484152,12.97267268,0.242170039,0.144207577,0.986375615
0.40001,3.90001,13.01057184,0.075439753,78.84563186,12.97349641,0.242154663,0.126897774,3.988608814
3.90001,3.30001,13.58044506,0.295511874,37.84094512,12.97392971,0.242146576,0.14419591,0.986177852
9.80001,8.30001,13.5800337,0.295258609,37.87548802,12.9746001,0.242134064,0.144168028,0.987033226
0.80001,7.80001,13.01177759,0.075422399,78.84996771,12.97471581,0.242131905,0.126884507,3.989155558
8.50001,7.20001,13.58085192,0.295237398,37.87838203,12.97547086,0.242117815,0.144156642,0.987042956
2.60001,2.20001,13.5833273,0.295568928,37.8331667,12.97644348,0.242099668,0.144172579,0.985782875
7.20001,6.10001,13.58196525,0.295208532,37.88232075,12.97665571,0.242095708,0.144141152,0.987056225
5.90001,5.00001,13.58356847,0.295166955,37.8879944,12.97836196,0.24206388,0.144118849,0.987075393
9.20001,7.80001,13.58363736,0.295053454,37.9034861,12.97890398,0.242053771,0.144103677,0.987440939
7.90001,6.70001,13.5851087,0.294996954,37.91119947,12.98054682,0.242023136,0.144080884,0.987518539
4.60001,3.90001,13.58607608,0.295101901,37.89687303,12.98103086,0.242014112,0.144083973,0.987105517
9.90001,8.40001,13.5860261,0.294895726,37.92502193,12.98184791,0.24199888,0.144058283,0.987782653
6.60001,5.60001,13.58715827,0.294918241,37.92194731,12.98283532,0.241980475,0.144049141,0.987626757
8.60001,7.30001,13.58773697,0.294820078,37.935354,12.98379988,0.241962498,0.144030528,0.987905606
1.30001,1.10001,13.59196911,0.295739297,37.80994643,12.98398251,0.241959095,0.144102602,0.984602316
0.70001,6.80001,13.02261151,0.075467079,78.83880544,12.98547485,0.241931288,0.126782828,3.983480502
3.30001,2.80001,13.59055405,0.294985661,37.91274137,12.98579722,0.241925282,0.144021719,0.98715975
5.30001,4.50001,13.59021028,0.294801008,37.93795883,12.98624322,0.241916973,0.144001892,0.98778817
7.30001,6.20001,13.5900553,0.294717561,37.94935894,12.98644494,0.241913216,0.143992931,0.988072396
9.30001,7.90001,13.58996711,0.294670013,37.95585594,12.98655994,0.241911073,0.143987824,0.988234415
8.00001,6.80001,13.59244246,0.294552227,37.97195357,12.98941896,0.241857828,0.143946643,0.988440059
6.00001,5.10001,13.59337447,0.294570773,37.96941856,12.99023191,0.241842692,0.143939128,0.988311554
1.00001,9.70001,13.02744178,0.075478092,78.83605426,12.99028049,0.241841787,0.126736776,3.981423343
4.00001,3.40001,13.59523823,0.294607823,37.96435467,12.9918577,0.241812428,0.1439241,0.988054777
8.70001,7.40001,13.59444345,0.294413656,37.99089831,12.99191166,0.241811424,0.143907864,0.988748565
6.70001,5.70001,13.59587419,0.294388922,37.99428048,12.99338258,0.241784049,0.143889581,0.988725586
9.40001,8.00001,13.59614497,0.294295835,38.0070115,12.99403115,0.241771981,0.143874903,0.989011128
7.40001,6.30001,13.59789885,0.294241654,38.01442311,12.99593421,0.241736577,0.143849472,0.989061294
4.70001,4.00001,13.59852092,0.294343136,38.000542,12.9961038,0.241733423,0.143855766,0.988683228
2.00001,1.70001,13.60082744,0.294718641,37.94921146,12.9967341,0.241721699,0.143879022,0.987286293
8.10001,6.90001,13.59957214,0.294119959,38.03107375,12.99804283,0.241697361,0.14381634,0.989338983
0.30001,2.90001,13.03550384,0.075550965,78.81785243,12.99824761,0.241693553,0.126664717,3.975128668
5.40001,4.60001,13.60094926,0.294147391,38.02731994,12.99924422,0.241675024,0.143805256,0.989148762
8.80001,7.50001,13.6009782,0.29401771,38.045068,12.99981458,0.24166442,0.14378851,0.989572497
0.60001,5.80001,13.03712367,0.075527519,78.82370818,12.99988597,0.241663093,0.126646945,3.97586679
0.90001,8.70001,13.03766384,0.075519682,78.82566556,13.00043233,0.241652937,0.126641017,3.976114025
9.50001,8.10001,13.60217633,0.29393059,38.05699461,13.00132423,0.241636359,0.143764803,0.989771602
6.10001,5.20001,13.60281836,0.293996757,38.04793619,13.00166108,0.241630099,0.143766403,0.989507461
2.70001,2.30001,13.60507949,0.294229505,38.01608511,13.00284786,0.241608045,0.143772009,0.988579115
6.80001,5.80001,13.60430146,0.29387725,38.06429801,13.00357861,0.241594468,0.143735588,0.989792315
7.50001,6.40001,13.60550695,0.293780126,38.07759921,13.00513707,0.241565517,0.14371055,0.990024
8.20001,7.00001,13.60650611,0.293699635,38.0886251,13.00642869,0.241541528,0.143689805,0.990216131
3.40001,2.90001,13.60757673,0.29394247,38.05536804,13.00643636,0.241541385,0.143709253,0.989339761
8.90001,7.60001,13.60734772,0.293631841,38.09791347,13.00751658,0.241521326,0.143672335,0.990378041
9.60001,8.20001,13.60806633,0.293573959,38.10584509,13.00844544,0.24150408,0.143657421,0.99051634
4.10001,3.50001,13.60921967,0.293753726,38.08121529,13.00879637,0.241497566,0.143668002,0.98984074
4.80001,4.10001,13.61038263,0.293620166,38.09951316,13.01046652,0.241466565,0.143638821,0.990195632
5.50001,4.70001,13.61124916,0.293520676,38.11314772,13.01171073,0.241443475,0.143617087,0.990460205
6.20001,5.30001,13.61191978,0.293443693,38.12370015,13.01267351,0.241425611,0.143600272,0.990665045
0.80001,7.70001,13.05049487,0.075572353,78.81251096,13.01317464,0.241416314,0.126521072,3.969440384
6.90001,5.90001,13.61245418,0.293382356,38.13210944,13.01344065,0.241411379,0.143586877,0.99082833
7.60001,6.50001,13.61289004,0.293332336,38.13896825,13.01406627,0.241399774,0.143575954,0.99096154
8.30001,7.10001,13.61325231,0.293290764,38.14466926,13.01458624,0.241390129,0.143566876,0.991072285
9.00001,7.70001,13.61355818,0.293255668,38.14948273,13.01502522,0.241381987,0.143559213,0.991165803
9.70001,8.30001,13.61381987,0.293225643,38.15360102,13.01540078,0.241375022,0.143552658,0.991245826
0.50001,4.80001,13.05756994,0.075613834,78.80215243,13.02018842,0.241286267,0.126456112,3.965116377
1.00001,9.60001,13.05854823,0.075599563,78.8057158,13.02117804,0.241267929,0.126445402,3.965566626
9.80001,8.40001,13.61944162,0.292885353,38.20029881,13.02219597,0.241249069,0.143450419,0.991960524
9.10001,7.80001,13.61961546,0.29288883,38.19982149,13.02234768,0.241246258,0.143449027,0.991936367
8.40001,7.20001,13.61981825,0.292892886,38.19926467,13.02252466,0.24124298,0.143447403,0.991908188
7.70001,6.60001,13.62005792,0.292897678,38.19860674,13.02273382,0.241239105,0.143445484,0.991874889
7.00001,6.00001,13.62034551,0.292903428,38.19781742,13.02298481,0.241234456,0.143443181,0.991834938
6.30001,5.40001,13.62069699,0.292910453,38.19685293,13.02329156,0.241228774,0.143440366,0.991786119
5.60001,4.80001,13.62113633,0.292919232,38.19564776,13.023675,0.241221672,0.143436848,0.991725111
4.90001,4.20001,13.62170117,0.292930515,38.19409892,13.02416798,0.241212541,0.143432325,0.991646698
4.20001,3.60001,13.62245425,0.29294555,38.19203499,13.02482527,0.241200368,0.143426294,0.991542192
3.50001,3.00001,13.62350845,0.292966585,38.1891477,13.02574542,0.24118333,0.143417851,0.99139597
2.80001,2.40001,13.62508956,0.292998102,38.18482174,13.02712556,0.241157778,0.143405188,0.991176824
9.90001,8.50001,13.62493607,0.292552815,38.24597328,13.02883648,0.24112611,0.143350613,0.992660877
2.10001,1.80001,13.62772417,0.293050542,38.1776249,13.02942553,0.241115209,0.143384083,0.990812081
9.20001,7.90001,13.62552513,0.292530984,38.24897322,13.02949077,0.241114001,0.143341662,0.992690288
0.70001,6.70001,13.06707958,0.075641206,78.79531767,13.02964371,0.241111171,0.126366452,3.960799012
8.50001,7.30001,13.62621105,0.292505562,38.25246684,13.03025265,0.241099903,0.14333124,0.99272455
7.80001,6.70001,13.62701984,0.292475584,38.25658684,13.03115102,0.241083282,0.143318953,0.99276497
7.10001,6.10001,13.62798779,0.292439704,38.26151834,13.03222618,0.241063392,0.143304251,0.992813372
6.40001,5.50001,13.62916698,0.29239599,38.26752725,13.033536,0.241039166,0.143286342,0.992872382
1.40001,1.20001,13.63299132,0.293155084,38.16328037,13.03402451,0.241030132,0.14334188,0.990084466
0.90001,8.60001,13.07237645,0.075656526,78.79149266,13.03491021,0.241013755,0.126316575,3.958393589
5.70001,4.90001,13.63063505,0.292341561,38.27500999,13.03516673,0.241009012,0.14326405,0.992945914
9.30001,8.00001,13.63129253,0.292181802,38.29697951,13.03646101,0.240985084,0.143237012,0.9934281
5.00001,4.30001,13.63251294,0.292271929,38.28458449,13.03725274,0.24097045,0.143235542,0.993040082
8.60001,7.40001,13.63243744,0.292128377,38.30432842,13.03777845,0.240960733,0.143218254,0.993522048
7.90001,6.80001,13.63378455,0.292065514,38.31297684,13.03932856,0.240932088,0.143196187,0.993632659
4.30001,3.70001,13.63500014,0.292179687,38.29727049,13.04001565,0.240919393,0.143197797,0.993164989
7.20001,6.20001,13.6353926,0.291990471,38.32330284,13.04117893,0.240897903,0.143169853,0.993764799
9.40001,8.10001,13.6369227,0.291840974,38.34387989,13.04326457,0.240859383,0.143134976,0.994150313
6.50001,5.60001,13.63734556,0.291899328,38.33584703,13.04342618,0.240856398,0.14313788,0.993925429
3.60001,3.10001,13.63845061,0.29205169,38.314879,13.04384875,0.240848596,0.143145456,0.993338623
8.70001,7.50001,13.63850382,0.291760939,38.35489949,13.04510988,0.240825312,0.143108315,0.994301327
5.80001,5.00001,13.63976769,0.291786281,38.35141008,13.04621331,0.240804943,0.143098242,0.994124878
8.00001,6.90001,13.64036028,0.291666964,38.36784125,13.0472765,0.24078532,0.14307702,0.994478791
0.70001,0.60001,13.6487762,0.293466027,38.1206385,13.0478138,0.240775405,0.14321532,0.987916507
0.20001,1.90001,13.08605805,0.075783244,78.75986084,13.04842667,0.240764096,0.126195467,3.947652857
2.90001,2.50001,13.6435583,0.29186215,38.34096475,13.04952315,0.240743866,0.143068025,0.993596406
5.10001,4.40001,13.64285115,0.291642354,38.37123091,13.04976144,0.24073947,0.143047804,0.994379153
7.30001,6.30001,13.64257083,0.291555061,38.38325614,13.04985635,0.240737719,0.14303977,0.994690319
9.50001,8.20001,13.64242048,0.291508204,38.38971219,13.04990736,0.240736778,0.143035457,0.994857416
0.40001,3.80001,13.08852437,0.07574713,78.76887442,13.05092181,0.240718066,0.126168565,3.948787947
0.60001,5.70001,13.08934698,0.075735042,78.77189185,13.05175408,0.240702716,0.126159591,3.949169106
0.80001,7.60001,13.08975838,0.075728988,78.77340297,13.05217032,0.24069504,0.126155103,3.949360208
8.80001,7.60001,13.64441628,0.291402873,38.40422763,13.05225436,0.24069349,0.143001301,0.995063006
1.00001,9.50001,13.09000526,0.075725352,78.77431044,13.0524201,0.240690434,0.126152409,3.949475041
6.60001,5.70001,13.64524747,0.291419559,38.40192799,13.05298012,0.240680107,0.142994686,0.99494676
4.40001,3.80001,13.64690963,0.291452895,38.39733365,13.05443153,0.240653348,0.142981458,0.994714458
8.10001,7.00001,13.64675483,0.291279453,38.4212412,13.05500437,0.240642788,0.142961296,0.995304159
9.60001,8.30001,13.64779049,0.291183207,38.43451249,13.056395,0.240617158,0.142938363,0.995549878
5.90001,5.10001,13.64855498,0.291252112,38.42501093,13.05684008,0.240608955,0.142939007,0.995264117
7.40001,6.40001,13.6495327,0.291132844,38.44145849,13.05827093,0.240582591,0.142913798,0.995590976
2.20001,1.90001,13.65189447,0.291552635,38.3835904,13.05878501,0.24057312,0.142941776,0.994019067
8.90001,7.70001,13.65018059,0.291053827,38.45235812,13.05921894,0.240565126,0.142897099,0.995807672
3.70001,3.20001,13.65249243,0.291192238,38.43326717,13.06085567,0.24053498,0.142890268,0.995176869
5.20001,4.50001,13.65274619,0.291039914,38.45427749,13.06173125,0.240518856,0.1428685,0.995667023
6.70001,5.80001,13.65288651,0.290955834,38.46587848,13.06221466,0.240509955,0.142856485,0.995937785
8.20001,7.10001,13.65297556,0.290902529,38.47323454,13.06252116,0.240504311,0.142848868,0.996109517
9.70001,8.40001,13.65303711,0.290865716,38.47831525,13.06273285,0.240500414,0.142843607,0.996228149
9.00001,7.80001,13.65580223,0.290713462,38.49933407,13.06601032,0.240440087,0.142795597,0.996535889
7.50001,6.50001,13.65628781,0.290723229,38.49798549,13.0664344,0.240432283,0.142791744,0.996467759
6.00001,5.20001,13.65701611,0.290737873,38.49596363,13.06707048,0.240420579,0.142785964,0.996365604
4.50001,3.90001,13.65822984,0.290762259,38.49259674,13.06813057,0.240401076,0.142776332,0.996195455
9.80001,8.50001,13.65816454,0.290555473,38.52115347,13.06892604,0.240386444,0.142751105,0.996892661
0.90001,8.50001,13.10752401,0.075798799,78.75597863,13.0698154,0.240370086,0.125990142,3.94038024
8.30001,7.20001,13.65902947,0.290535763,38.52387618,13.0698354,0.240369718,0.142739597,0.996895584
3.00001,2.60001,13.66065687,0.290810959,38.48587364,13.07025055,0.240362083,0.142757068,0.995855564
6.80001,5.90001,13.66027554,0.290507361,38.52779989,13.07114552,0.240345626,0.142723019,0.996899832
9.10001,7.90001,13.66128642,0.290381459,38.54519655,13.07263487,0.240318244,0.142696694,0.997248196
5.30001,4.60001,13.66222589,0.29046289,38.5339441,13.0731962,0.240307925,0.142697076,0.996906573
7.60001,6.60001,13.66284522,0.29032566,38.55290847,13.07435782,0.240286574,0.142673429,0.997321603
0.70001,6.60001,13.11226536,0.075824256,78.74962564,13.07451774,0.240283635,0.125946781,3.93763491
9.90001,8.60001,13.66317678,0.290252233,38.56305861,13.07497944,0.240275151,0.142660778,0.997543828
1.50001,1.30001,13.6679344,0.290956479,38.4657894,13.07660884,0.240245211,0.142699286,0.994839139
3.80001,3.30001,13.66571278,0.290383334,38.54493748,13.07686272,0.240240547,0.142650709,0.9969189
6.10001,5.30001,13.66516889,0.290242467,38.56440866,13.07692626,0.24023938,0.142638759,0.997431184
8.40001,7.30001,13.66492314,0.290178751,38.57321814,13.07695514,0.240238849,0.142633352,0.997663044
9.20001,8.00001,13.66663815,0.290057513,38.5899847,13.07909866,0.240199477,0.14260029,0.997945109
6.90001,6.00001,13.66742662,0.2900734,38.58778734,13.07978742,0.240186828,0.14259405,0.997834155
4.60001,4.00001,13.66900338,0.290105143,38.58339716,13.08116486,0.240161537,0.142581571,0.997612419
7.70001,6.70001,13.66921348,0.289939614,38.60629479,13.08205162,0.240145257,0.142558684,0.998153397
0.50001,4.70001,13.1208203,0.075870431,78.73810348,13.08300196,0.240127813,0.125868646,3.932676157
8.50001,7.40001,13.67066287,0.289831108,38.62130984,13.08388804,0.240111551,0.14253001,0.99841255
1.00001,9.40001,13.12181671,0.075855639,78.74179439,13.08401027,0.240109308,0.125857812,3.933143216
5.40001,4.70001,13.67131582,0.289909706,38.61043296,13.08418751,0.240106056,0.142533024,0.99810047
2.30001,2.00001,13.67373216,0.290200125,38.57026284,13.0852965,0.240085706,0.142544136,0.996948596
9.30001,8.10001,13.67186213,0.289741335,38.63373579,13.08540744,0.240083671,0.142506292,0.99862712
6.20001,5.40001,13.6730298,0.28976488,38.63047661,13.08642757,0.240064956,0.142497063,0.998462583
7.00001,6.10001,13.67435104,0.289653257,38.64593005,13.08815414,0.240033287,0.142469355,0.998741932
3.10001,2.70001,13.67653202,0.289835377,38.620719,13.08948759,0.240008834,0.142469378,0.997969732
7.80001,6.80001,13.67540065,0.289564595,38.65820808,13.08952562,0.240008137,0.14244735,0.998963983
8.60001,7.50001,13.67625457,0.289492469,38.66819824,13.09064134,0.239987681,0.142429453,0.999144724
9.40001,8.20001,13.67696288,0.289432648,38.67648551,13.09156674,0.239970717,0.142414611,0.999294702
0.80001,7.50001,13.12957571,0.075892654,78.73255879,13.09170993,0.239968092,0.125786626,3.928904581
3.90001,3.40001,13.67818153,0.289620644,38.65044602,13.09195541,0.239963593,0.142425386,0.998572072
4.70001,4.10001,13.67926883,0.289479164,38.6700414,13.09358157,0.23993379,0.142396408,0.998969413
5.50001,4.80001,13.68003949,0.289378914,38.68393058,13.09473391,0.239912676,0.142375879,0.99925119
6.30001,5.50001,13.68061425,0.289304164,38.6942893,13.09559319,0.239896934,0.142360574,0.999461418
7.10001,6.20001,13.68105938,0.289246283,38.70231184,13.09625859,0.239884745,0.142348724,0.999624279
7.90001,6.90001,13.6814143,0.289200138,38.70870844,13.09678908,0.239875028,0.142339277,0.999754161
8.70001,7.60001,13.6817039,0.28916249,38.71392791,13.09722191,0.239867101,0.14233157,0.99986016
9.50001,8.30001,13.6819447,0.289131188,38.71826781,13.09758178,0.239860511,0.142325163,0.999948309
0.30001,2.80001,13.14088467,0.075979964,78.71077792,13.1028989,0.239763176,0.125685896,3.92101918
9.60001,8.40001,13.68681169,0.288836706,38.75911518,13.10345757,0.239752954,0.142237867,1.000588373
8.80001,7.70001,13.68701622,0.288840841,38.75854133,13.1036363,0.239749683,0.142236257,1.000559426
8.00001,7.00001,13.68726165,0.288845803,38.75785286,13.10385078,0.239745759,0.142234324,1.000524693
7.20001,6.30001,13.6875616,0.288851866,38.75701157,13.10411291,0.239740963,0.142231962,1.00048225
6.40001,5.60001,13.68793653,0.288859443,38.75596028,13.10444057,0.239734969,0.14222901,1.000429208
0.60001,5.60001,13.14255481,0.075955074,78.71698642,13.10458913,0.239732251,0.12566778,3.921803699
5.60001,4.90001,13.68841856,0.28886918,38.7546091,13.10486183,0.239727263,0.142225214,1.000361031
0.90001,8.40001,13.14311175,0.075946754,78.71906198,13.1051528,0.23972194,0.125661738,3.922066507
4.80001,4.20001,13.68906123,0.288882158,38.75280845,13.1054235,0.239716988,0.142220153,1.000270162
4.00001,3.50001,13.68996091,0.288900316,38.75028925,13.10620981,0.239702607,0.142213068,1.00014301
3.20001,2.80001,13.69131026,0.288927527,38.74651413,13.10738919,0.239681039,0.14220244,0.999952426
9.70001,8.50001,13.69156779,0.28854896,38.79905869,13.10919889,0.239647951,0.142152647,1.001215313
2.40001,2.10001,13.69355878,0.288972811,38.74023221,13.10935465,0.239645104,0.142184728,0.999635164
8.90001,7.80001,13.69219662,0.288527212,38.80207887,13.10989071,0.239635305,0.142143412,1.001243062
8.10001,7.10001,13.69294947,0.288501173,38.80569518,13.11071898,0.239620166,0.142132358,1.001276302
7.30001,6.40001,13.69386702,0.288469435,38.81010338,13.11172847,0.239601717,0.142118887,1.00131684
6.50001,5.70001,13.69500997,0.288429895,38.81559558,13.11298596,0.23957874,0.142102109,1.001367377
