alpha_1,alpha_2,Imag,Real
1800.036,27360.036,18.07417938,-6.743587394
1800.036,27720.036,18.0818733,-6.743167158
1800.036,28080.036,18.08937722,-6.742756954
1800.036,28440.036,18.09669808,-6.742356427
1800.036,28800.036,18.10384252,-6.74196524
1800.036,29160.036,18.11081683,-6.741583068
1800.036,29520.036,18.11762701,-6.741209605
1800.036,29880.036,18.12427879,-6.740844557
1800.036,30240.036,18.13077764,-6.740487641
1800.036,30600.036,18.13712878,-6.74013859
1800.036,30960.036,18.14333717,-6.739797147
1800.036,31320.036,18.14940758,-6.739463065
1800.036,31680.036,18.15534456,-6.739136109
1800.036,32040.036,18.16115246,-6.738816055
1800.036,32400.036,18.16683545,-6.738502684
1800.036,32760.036,18.17239751,-6.738195792
1800.036,33120.036,18.17784246,-6.737895178
1800.036,33480.036,18.18317397,-6.737600652
1800.036,33840.036,18.18839553,-6.737312031
1800.036,34200.036,18.19351053,-6.73702914
1800.036,34560.036,18.19852218,-6.736751809
1800.036,34920.036,18.20343358,-6.736479877
1800.036,35280.036,18.20824773,-6.736213187
1800.036,35640.036,18.21296747,-6.735951588
2160.036,0.036,0,-0.191098879
2160.036,360.036,3.307128398,-7.082905513
2160.036,720.036,7.418656327,-7.052213406
2160.036,1080.036,9.444066426,-7.024664311
2160.036,1440.036,10.78744173,-7.000392062
2160.036,1800.036,11.76786374,-6.979112175
2160.036,2160.036,12.52240743,-6.960438232
2160.036,2520.036,13.12399023,-6.943992819
2160.036,2880.036,13.61615776,-6.929442255
2160.036,3240.036,14.02692506,-6.916502986
2160.036,3600.036,14.37529354,-6.904937974
2160.036,3960.036,14.67467624,-6.894550204
2160.036,4320.036,14.9348448,-6.885175982
2160.036,4680.036,15.16310347,-6.876678964
2160.036,5040.036,15.36503061,-6.868945135
2160.036,5400.036,15.54496506,-6.861878697
2160.036,5760.036,15.70633517,-6.85539875
2160.036,6120.036,15.85188751,-6.849436617
2160.036,6480.036,15.98384937,-6.843933693
